Subject,Link,Faculty,Semester,Name,Ect
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 1,Zarządzanie wiedzą,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 1,Zarządzanie źródłami informacji i wiedzy,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 2,Badania operacyjne,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 2,Finanse,3
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 2,Makroekonomia,3
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 2,Matematyka dyskretna,3
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 2,Matematyka finansowa,3
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 2,Badania marketingowe,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 2,Metody dystrybucji i sprzedaży,3
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 2,Język obcy 1 i 2,4
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 2,Modele biznesu,3
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 2,Społeczna odpowiedzialność biznesu,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 2,Zachowania organizacyjne,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 3,Rachunek prawdopodobieństwa,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 3,Statystyka opisowa,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 3,Zarządzanie ryzykiem działalności przedsiębiorstwa,3
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 3,E-marketing,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 3,Warsztaty analityczne - strategie marketingowe,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 3,Zarządzanie relacjami z klientem,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 3,Public Relations,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 3,Język obcy 3 i 4,4
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 3,Zarządzanie zasobami ludzkimi,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 3,Metody pracy zespołowej i zarządzania zespołem,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 3,Podstawy ergonomii,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 3,Warsztaty projektowe - Analiza i ocena modelu zarządzania,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 3,Zarządzanie produkcją,3
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 4,Bezpieczeństwo systemów operacyjnych,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 4,Podstawy kryptografii,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 4,Sieci komputerowe,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 4,Podstawy analizy finansowej organizacji,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 4,Rachunkowość zarządcza,3
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 4,Regulacje systemu finansowego,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 4,Ochrona własności intelektualnej,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 4,Zarządzanie strategiczne,3
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 4,Informatyka gospodarcza,3
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 4,Systemy gromadzenia i przetwarzania danych,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 4,Sztuczna inteligencja w biznesie,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 4,Język obcy 5 i 6,4
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 4,Modelowanie procesów biznesowych,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 4,Projekt wymagań funkcjonalności systemu informatycznego,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 4,Wprowadzenie do podejścia procesowego,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 4,Inwentyka biznesowa,3
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 4,Podstawy przedsiębiorczości,3
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 4,Prawo gospodarcze i handlowe,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 5,System zarządzania bezpieczeństwem informacji,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 5,Zarządzanie ryzykiem przedsięwzięć IT,3
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 5,Bankowość i ubezpieczenia,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 5,Rynek finansowy,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 5,Warsztaty projektowe - Analiza i ocena finansowa organizacji,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 5,Warsztaty projektowe - Projekt usprawnienia procesu biznesowego,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 5,Transfer wiedzy i technologii,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 5,Twórcze metody rozwiązywania problemów,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 5,Architektura korporacyjna,3
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 5,E-biznes,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 5,Seminarium dyplomowe 1,1
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 5,Zarządzanie usługami IT,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 5,Praca dyplomowa 1,7
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 5,Wdrożenie procesów w przedsiębiorstwie,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 5,Finansowanie projektów,3
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 5,Lean startup,3
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 5,Uruchomienie działalności gospodarczej,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 5,Kreatywny Semestr Projektowania,
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 6,Warsztaty projektowe - Projekt polityki bezpieczeństwa,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 6,Bezpieczeństwo w cloud computing,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 6,Zarządzanie ciągłością działania,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 6,Zarządzanie obecnością internetową,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 6,Komercjalizacja innowacji,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 6,Warsztaty projektowe – Wielokryterialna ocena innowacyjności,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 6,Zarządzanie technologiami w logistyce,1
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 6,Warsztaty projektowe - Informatyzacja przedsiębiorstwa,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 6,Zagadnienia prawne i normalizacyjne w IT,1
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 6,Praca dyplomowa 2,8
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 6,Praktyka zawodowa,4
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 6,Przedmiot obieralny pl,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 6,Przedmiot obieralny pl,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 6,Przedmiot obieralny pl,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 6,Seminarium dyplomowe 2,1
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 6,Warsztaty projektowe - Biznes plan,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 6,Negocjacje,2
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 6,Wirtualizacja przedsiębiorstwa,3
Zarządzanie [lic] [nst-zaocz.],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1897/idWydzial/18/idStopien/3,Faculty of Management,Semester 6,Kreatywny Semestr Projektowania,
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 1,Algebra,3
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 1,Analiza matematyczna,3
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 1,Finanse,3
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 1,Mikroekonomia,3
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 1,Encyklopedia materiałów,2
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 1,Fizyka 1,3
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 1,Mechanika,2
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 1,Metrologia,2
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 1,Podstawy projektowania wyrobów,2
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 1,Wychowanie fizyczne,0
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 1,Podstawy zarządzania jakością,2
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 1,Podstawy zarządzania projektami,3
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 1,Postawy organizacji i zarządzania,2
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 2,Badania operacyjne,2
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 2,Makroekonomia,3
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 2,Matematyka dyskretna,3
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 2,Encyklopedia technologii z uwzględnieniem aspektów środowiskowych,3
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 2,Fizyka 2,3
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 2,Informatyka w projektowaniu inżynierskim,2
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 2,Narzędzia modelowania procesów produkcji 1,2
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 2,Warsztaty technologii podstawowych,2
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 2,Wychowanie fizyczne,0
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 2,Język obcy 1 i 2,4
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 2,Od Industry 1.0 do Industry 4.0,2
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 2,Praca zespołowa we współczesnych organizacjach,2
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 2,Zarządzanie wiedzą,2
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 3,Przygotowanie i ocena projektów inwestycyjnych,3
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 3,Rachunek kosztów,2
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 3,Rachunek prawdopodobieństwa,2
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 3,Statystyka opisowa,2
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 3,Narzędzia modelowania procesów produkcji 2,3
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 3,Organizacja i zarządzanie produkcją,4
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 3,Symulacje w produkcji,2
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 3,Język obcy 3 i 4,4
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 3,Wychowanie fizyczne 3,0
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 3,Informacyjne systemy wspomagania zarządzania,2
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 3,Modele biznesu,2
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 3,Warsztaty projektowe - Analiza i ocena procesów zarządzania,2
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 3,Zarządzanie zasobami ludzkimi,2
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 4,Otoczenie finansowe przedsiębiorstwa,3
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 4,Warsztaty projektowe - Analiza i ocena efektywności przedsięwzięcia,2
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 4,Matematyka finansowa,3
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 4,Innowacje technologiczne,2
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 4,Metody oceny innowacyjności,2
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 4,Zarządzanie strategiczne,3
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 4,Warsztaty projektowe - Modelowanie systemów produkcyjnych,2
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 4,Warsztaty technologii zaawansowanych,3
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 4,Inżynieria wymagań,2
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 4,Kognitywistyka,3
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 4,Logika z elementami algorytmów,2
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 4,Podstawy programowania,3
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 4,Projektowanie interakcji i interfejsów,3
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 4,Język obcy 5 i 6,4
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 4,Wychowanie fizyczne 4,0
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 4,Inwentyka biznesowa,3
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 4,Podstawy biznesu,3
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 5,Ochrona własności intelektualnej,3
Inżynieria Zarządzania [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1892/idWydzial/18/idStopien/1,Faculty of Management,Semester 5,Transfer wiedzy i technologii,2
