from_id,to_id,relation_type,weight
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Materiały  konstrukcyjne  w  budowie  maszynFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 1,3
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","MetrologiaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 1,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Metrologia - laboratoriumFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 1,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","FizykaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 1,4
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","MatematykaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 1,6
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Mechanika technicznaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 1,5
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Technologia informacyjna w inżynierii mechanicznejFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 1,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Zasady BHP i ochrona przeciwpożarowaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 1,0
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Przysposobienie biblioteczneFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 1,0
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Przedmiot ogólnowydziałowy do wyboruFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,1
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Język obcyFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,3
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Język angielski dla kontynuujących (poziom B1/B2); General English at Intermediate LevelFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,3
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Obieralny przedmiot wydziałowyFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,1
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Przedmiot obieralny AFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Inżynieria systemówFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Pojazdy mechaniczneFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Materiały  konstrukcyjne  w  budowie  maszynFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,3
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Rysunek techniczny i grafika komputerowaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Materiały  konstrukcyjne  w  budowie  maszyn-laboratoriumFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,3
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","FizykaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,4
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","MatematykaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,6
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Mechanika technicznaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,6
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Energia w gospodarce narodowejFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,1
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Ochrona przeciwpożarowaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,1
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Ochrona środowiskaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,1
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Redakcja, edycja i formatowanie poprawnego komputeropisuFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,1
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Język obcyFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 3,3
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Język angielski dla kontynuujących (poziom B1/B2); General English at Intermediate LevelFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 3,3
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Mechanika płynów - laboratoriumFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 3,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Obróbka skrawaniem i obrabiarkiFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 3,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Obróbka skrawaniem i obrabiarki - laboratoriumFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 3,3
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Rysunek techniczny i grafika komputerowaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 3,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Technologie bezwióroweFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 3,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Technologie bezwiórowe - laboratoriumFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 3,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Matematyka w inżynierii mechanicznejFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 3,4
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Mechanika płynówFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 3,4
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Wytrzymałość materiałówFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 3,6
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Język obcyFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 4,3
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Język angielski dla kontynuujących (poziom B1/B2); General English at Intermediate LevelFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 4,3
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Przedmiot obieralny BFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 4,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Przedmiot obieralny CFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 4,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Mechanika układu pojazd-terenFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 4,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Projektowanie wspomagane komputerowoFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 4,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Transfer technologiiFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 4,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Wytwarzanie i użytkowanie energiiFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 4,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Podstawy konstrukcji maszynFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 4,4
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Technologia maszynFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 4,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Technologia maszyn - projektFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 4,3
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Termodynamika technicznaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 4,5
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Termodynamika techniczna - laboratoriumFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 4,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Wytrzymałość materiałówFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 4,5
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Wytrzymałość materiałów - laboratoriumFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 4,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Organizacja produkcji i zarządzanie jakościąFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,1
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Organizacja produkcji i zarządzanie jakością - projektFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Język obcyFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,3
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Język angielski dla kontynuujących (poziom B1/B2); General English at Intermediate LevelFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,3
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Maszyny cieplno-przepływoweFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,1
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Maszyny cieplno-przepływowe - projektFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Podstawy eksploatacji technicznejFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Podstawy eksploatacji technicznej - projektFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Podstawy elektrotechniki i elektronikiFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,3
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Podstawy elektrotechniki i elektroniki - laboratoriumFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,3
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Podstawy konstrukcji maszynFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,4
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Podstawy konstrukcji maszyn - projektFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,4
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Wybrane zagadnienia CADFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,1
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Wybrane zagadnienia CAD - projektFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Kreatywny Semestr ProjektowaniaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Zadanie inżynierskieFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,4
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Budowa i utrzymanie systemów mechanicznychFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Budowa i utrzymanie systemów mechanicznych - laboratoriumFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Diagnostyka systemów mechanicznychFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Diagnostyka systemów mechanicznych - laboratoriumFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Konstrukcja maszyn i urządzeń mechanicznychFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Konstrukcja maszyn i urządzeń mechanicznych - laboratoriumFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Podstawowe Operacje MechaniczneFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,1
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Podstawowe Operacje Mechaniczne - projektFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Pompy, sprężarki, wentylatoryFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,1
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Pompy, sprężarki, wentylatory - projektFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Procesy wymiany ciepłaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Procesy wymiany ciepła - laboratoriumFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Procesy wymiany ciepła - projektFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Projektowanie systemów mechanicznychFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Projektowanie systemów mechanicznych - laboratoriumFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Transport ciepła i masyFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Transport ciepła i masy - laboratoriumFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Transport ciepła i masy - projektFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Przedmiot obieralny DFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,1
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Automatyzacja wytwarzaniaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,1
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Programowanie obrabiarekFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,1
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Angielska terminologia techniczna w inżynierii mechanicznejFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Podstawy automatyki i robotykiFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Podstawy automatyki i robotyki - laboratoriumFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Podstawy konstrukcji maszyn - projektFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,3
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Praktyka zawodowaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,4
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Kreatywny Semestr ProjektowaniaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Praca dyplomowaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 7,10
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Seminarium dyplomoweFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 7,4
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Automatyzacja systemów mechanicznychFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 7,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Automatyzacja systemów mechanicznych - laboratoriumFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 7,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Budowa i utrzymanie systemów mechanicznychFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 7,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Budowa i utrzymanie systemów mechanicznych - laboratoriumFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 7,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Gospodarka energetyczna w zakładach przemysłowychFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 7,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Gospodarka energetyczna w zakładach przemysłowych - projektFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 7,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Konstrukcja maszyn i urządzeń mechanicznychFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 7,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Konstrukcja maszyn i urządzeń mechanicznych - laboratoriumFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 7,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Maszyny i aparaty dla procesów przemysłowychFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 7,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Maszyny i aparaty dla procesów przemysłowych - projektFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 7,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Napędy i sterowanie hydrauliczne i pneumatyczneFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 7,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Napędy i sterowanie hydrauliczne i pneumatyczne - laboratoriumFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 7,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Miernictwo i systemy pomiaroweFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 7,1
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Miernictwo i systemy pomiarowe - laboratoriumFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 7,2
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Zarządzanie środowiskiem i ekologiaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 7,1
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Redagowanie i archiwizowanie prac dyplomowychFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 7,0
"Mechanika i Budowa Maszyn [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Kreatywny Semestr ProjektowaniaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 7,
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","ErgonomiaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 1,1
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Ochrona własności intelektualnejFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 1,1
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Podstawy gospodarki rynkowejFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 1,1
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Komunikacja w działaności gospodarczejFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 1,1
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","SocjologiaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 1,1
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Maszynoznawstwo chemiczneFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 1,3
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Maszynoznawstwo chemiczne - projektFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 1,1
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Zarządzanie jakościąFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 1,2
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Chemia ogólna i nieorganicznaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 1,5
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Obliczenia chemiczneFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 1,3
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Technologia informacyjna w technologii chemicznejFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 1,1
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Technologia informacyjna w technologii chemicznej - projektFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 1,2
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","FizykaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 1,4
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","MatematykaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 1,6
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Przysposobienie biblioteczneFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 1,0
